nombre_producto,precio_anterior,precio_actual 
MacBook Air MQD32Y/A 33,02 cm - 13" Apple, 1.049 €, 899 €
Portátil Lenovo 330-15AST con A4, 4GB, 500GB, 39,62 cm - 15,6", 329 €, 229 €
Convertible 2 en 1 Lenovo Yoga 310-11IAP con Intel, 2GB, 32GB, 29,46 cm - 11,6'', 299 €, 239 €
Portátil Lenovo 330-15ICH con i5, 8GB, 1TB + 128GB, NVIDIA GeForce GTX 1050, 39,62 cm - 15,6", 999 €, 699 €
Portátil Lenovo Ideapad 330-15IKB con i3, 4GB, 500GB, 39,62 cm - 15,6'', 379 €, 329 €
Ordenador Portátil Hp Ultrabook Folio 9470m 14'' Intel Core I5 128ssd Y Windows 10, 399,99 €, 259,99 €
Portátil Lenovo Legion Y530 con i7, 16GB, 1TB + 256GB, NVIDIA GeForce GTX 1050 4GB, 39,62 cm - 15,6", 1.399 €, 1.099 €
Portátil Lenovo 330-15IKB con i7, 8GB, 1TB, 39,62 cm - 15,6'', 679 €, 579 €
Portátil Lenovo 330-15ICH con i7, 8GB, 1TB, GTX 1050  4GB, 39,62 cm - 15,6'', 849 €, 799 €
Portátil Lenovo Ideapad 330-15IGM con Intel, 4GB, 500GB, 39,62 cm - 15,6'', 279 €, 199 €
Portátil Asus X555QA-XO217T con A10, 8GB, 256GB, 39,62 cm - 15,6", 499 €, 429 €
Portátil Lenovo Ideapad 320-15AST con A9, 4GB, 128GB, 39,62 cm - 15,6'', 449 €, 349 €
Portátil Lenovo 330-15ICH con i5, 8GB, 1TB, GTX 1050 4GB, 39,62 cm - 15,6'', 749 €, 679 €
Portátil HP Notebook 15-da0070ns con i7, 8GB, 256GB, 39,62 cm - 15,6'', 719 €, 689 €
Portátil HP 255 G6 con AMD, 4GB, 1TB, 39,62 cm - 15,6" con Maletín y Antivirus Panda, 349 €, 269 €
Portátil Thomson SP-Neo 10 con Intel, 1GB, 32GB, 25,65 cm - 10,1" con MicroSD HP 32GB, 129 €, 69,90 €
Portátil Lenovo 330-15IKBR con i7, 8GB, 256GB, 39,62 cm - 15,6", 679 €, 579 €
Portátil HP 15-bc411ns con i5, 8GB, 128GB + 1TB, NVIDIA® GeForce® GTX 1050 4GB, 39,62 cm - 15,6", 699 €, 649 €
Portátil Lenovo 330-15IKBR con i5, 8GB, 256GB, 39,62 cm - 15,6", 569 €, 499 €
Convertible 2 en 1 Lenovo MIIX 510-12IKB con i3, 4GB, 128GB, 30,48 cm - 12". Outlet. Producto Reacondicionado, 859 €, 639 €
Portátil HP Notebook 15-da0032ns con i3, 8GB, 256GB, 39,62 cm - 15,6'', 499 €, 479 €
Portátil Lenovo Essential V130-81HN00MGSP con i5, 8GB, 512GB, 39,62 cm - 15,6" con Maletín y Ratón, 669 €, 599 €
MacBook Air 13 Mid MQD52Y/A 33,78 cm - 13,3" Apple - Plata, 1.499 €, 1.299 €
Portátil Lenovo Essential V110 con i3, 4GB, 500GB, 39,62 cm - 15,6'' con Pack Carrefour Maletín y Ratón, 449 €, 369 €
MacBook Air 13 Mid MQD52Y/A 33,78 cm - 13,3" Apple - Plata, 1.499 €, 1.299 €
Portátil Lenovo Essential V110 con i3, 4GB, 500GB, 39,62 cm - 15,6'' con Pack Carrefour Maletín y Ratón, 449 €, 369 €
Portátil HP Notebook 15-da0045ns con i5, 8GB, 256GB, 39,62 cm - 15,6'', 619 €, 589 €
Macbook Air MRE82Y/A 33,78 cm - 13,3'' - Apple - Gris Espacial, 1.300,81 €, 1.182,55 €
Portátil Lenovo Ideapad 330 con i3, 8GB, 1TB, 39,62 cm - 15,6" con Panda Antivirus, 499 €, 439 €
Portátil HP Notebook 15-da0020ns con i3, 128GB, 4GB, 39,62 cm - 15,6'', 399 €, 369 €
